title, author, publisher, date_published, ratings, pages, isbn, language, genres
The Girl and the Stars (Book of the Ice| Book 1),Mark Lawrence,HarperCollins UK,Apr 21| 2020,4.3,480,9780008284770,English,Fiction / Action & Adventure
Sword of the Gods: The Dark Lord's Vessel,Anna Erishkigal,Seraphim Press,Jun 16| 2016,4.7,1041,9781943036059,English,Body| Mind & Spirit / Angels & Spirit Guides
The Sleeping Beauty Trilogy,A. N. Roquelaure,Penguin,Jul 10| 2012,4.5,784,9781101612651,English,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
Kindling Flames,Julie Wetzel,Crimson Tree Publishing,Aug 4| 2016,4.7,282,9781634220163,English,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
Bhima Lone Warrior,MT Vasudevan Nair,Harper Collins,Aug 16| 2013,4.1,392,9789350297605,English,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
The Savior,J. R. Ward,Hachette UK,Apr 2| 2019,4.8,496,9780349420455,English,Fiction / Erotica / Science Fiction| Fantasy & Horror
The Bear and The Nightingale: (Winternight Trilogy),Katherine Arden,Random House,Jan 30| 2020,4.2,464,9781473582231,English,Fiction / Action & Adventure
Tales From the Vedas & Other Scriptures,Dr. B.K. Chaturvedi,Diamond Pocket Books Pvt Ltd,Oct 28| 2014,4.5,206,9798128819604,English,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
The Hundred Thousand Kingdoms,N. K. Jemisin,Hachette UK,Feb 4| 2010,4.0,432,9780748115907,English,Body| Mind & Spirit / Unexplained Phenomena
ANGELS AND DEMONS,DAN BROWN,MEHTA PUBLISHING HOUSE,Jul 1| 2011,4.1,448,9788184980455,Marathi,Fiction / Action & Adventure
Blood of Stone,Jayne Faith,Jayne Faith,Oct 19| 2018,4.7,300,9780999645802,English,Fiction / Action & Adventure
Arabian Nights or One Thousand and One Nights (Andrew Lang) + New Arabian Nights (Robert Louis Stevenson),Andrew Lang,e-artnow,Jul 10| 2013,4.8,458,9788074844409,English,Fiction / Classics
The Billionaire's Virgin,Jackie Ashenden,Macmillan,Jan 10| 2017,4.4,200,9781250136749,English,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
Wild Embers: Poems of rebellion| fire and beauty,Nikita Gill,Hachette UK,Nov 16| 2017,4.7,160,9781409173939,English,Family & Relationships / Abuse / General
Multiliteracies for a Digital Age,Stuart Selber,SIU Press,Jan 23| 2004,0.0,288,9780809388684,English,Language Arts & Disciplines / General
The Mechanics of Writing,Dona J. Young,Dog Ear Publishing,Apr 2009,5.0,232,9781598588170,English,Language Arts & Disciplines / General
College Writing and Beyond: A New Framework for University Writing Instruction,Anne Beaufort,University Press of Colorado,Feb 6| 2008,0.0,232,9780874216639,English,Education / Teaching Methods & Materials / Arts & Humanities
Practical Composition: Exercises for the English Classroom from Working Instructors,Russell Brickey|,McFarland,Jul 18| 2014,0.0,248,9781476615479,English,Education / General
An Introduction to English Grammar: Edition 4,Gerald Nelson,Routledge,Mar 29| 2018,4.4,350,9781317518587,English,Language Arts & Disciplines / General
The Meaningful Writing Project: Learning| Teaching and Writing in Higher Education,Michele Eodice,University Press of Colorado,Mar 1| 2017,0.0,182,9781607325802,English,Language Arts & Disciplines / Composition & Creative Writing
CliffsTestPrep CSET: English,Emily M Hutchinson,Houghton Mifflin Harcourt,Nov 8| 2011,3.0,240,9780544185807,English,Study Aids / Professional
The Least You Should Know about English: Writing Skills| Form B: Edition 11,Paige Wilson,Cengage Learning,Jan 1| 2012,5.0,336,9781133713630,English,Language Arts & Disciplines / General
English Grammar for Today: A new introduction,Geoffrey N. Leech,Macmillan International Higher Education,Oct 1| 1982,4.2,224,9781349168781,English,Language Arts & Disciplines / General
The Least You Should Know About English: Writing Skills: Edition 12,Paige Wilson,Cengage Learning,Jan 1| 2014,0.0,336,9781305156227,English,Language Arts & Disciplines / General
Rhetoric and Reality: Writing Instruction in American Colleges| 1900 - 1985,James A. Berlin,SIU Press,Feb 26| 1987,0.0,240,9780809386857,English,Language Arts & Disciplines / Composition & Creative Writing
Accessing the WAN| CCNA Exploration Companion Guide: Acce WAN CCNA Expl Comp Gd_1,Bob Vachon,Cisco Press,Apr 28| 2008,3.7,704,9780132877572,English,Computers / Networking / Vendor Specific
English Grammar: A University Course| Edition 3,Angela Downing,Routledge,Dec 17| 2014,3.7,530,9781317610960,English,Language Arts & Disciplines / General
Rewriting: How to Do Things with Texts| Second Edition,Joseph Harris,University Press of Colorado,Aug 1| 2017,0.0,170,9781607326878,English,Language Arts & Disciplines / Composition & Creative Writing
Academic Writing: A Handbook for International Students| Edition 5,Stephen Bailey,Routledge,Dec 6| 2017,0.0,314,9781351690577,English,Education / General
"Wide Sargasso Sea by Jean Rhys as a postcolonial response to ""Jane Eyre"" by Charlotte Bronte",Malgorzata Swietlik,GRIN Verlag,Apr 18| 2011,1.3,14,9783640896264,English,Language Arts & Disciplines / Linguistics / General
Readings for Writers: Edition 15,Jo Ray McCuen-Metherell,Cengage Learning,Jan 2| 2015,5.0,560,9781305537286,English,Education / Language Experience Approach
Digital SLR Cameras & Photography For Dummies: Edition 5,David D. Busch,John Wiley & Sons,Sep 15| 2014,4.2,352,9781118971833,English,Photography / Techniques / Cinematography & Videography
Teaching English to Second Language Learners in Academic Contexts: Reading| Writing| Listening| and Speaking,Jonathan M. Newton,Routledge,Feb 7| 2018,0.0,286,9781317236542,English,Foreign Language Study / English as a Second Language
Reading| Thinking| and Writing About History: Teaching Argument Writing to Diverse Learners in the Common Core Classroom| Grades 6-12,Chauncey Monte-Sano,Teachers College Press,2014,0.0,228,9780807772874,English,Education / Curricula
Jazz Composition: Theory and Practice,Ted Pease,Hal Leonard Corporation,Aug 1| 2003,3.7,256,9781476866857,English,Music / Genres & Styles / Jazz
Writing for Science Students,Jennifer Boyle,Macmillan International Higher Education,Apr 6| 2017,0.0,212,9781137571526,English,Education / General
The Writer's Workshop: Imitating Your Way to Better Writing,Gregory L. Roper,Open Road Media,Apr 29| 2014,0.0,300,9781497644359,English,Language Arts & Disciplines / Composition & Creative Writing
Hildegard von Bingen's Physica: The Complete English Translation of Her Classic Work on Health and Healing,,Simon and Schuster,Sep 1| 1998,5.0,256,9781594777752,English,Body| Mind & Spirit / Healing / Prayer & Spiritual
Composition-Rhetoric: Backgrounds| Theory| and Pedagogy,Robert Connors,University of Pittsburgh Pre,Jun 5| 1997,0.0,384,9780822971825,English,Language Arts & Disciplines / Composition & Creative Writing
Conquering the College Admissions Essay in 10 Steps| Second Edition: Crafting a Winning Personal Statement,Alan Gelb,Ten Speed Press,Jun 25| 2013,0.0,224,9781607743675,English,Education / Higher
The Call to Write: Edition 6,John Trimbur,Cengage Learning,Jan 1| 2013,4.0,688,9781285630823,English,Language Arts & Disciplines / General
A Law Dictionary Containing Definitions of the Terms and Phrases of American and English Jurisprudence| Ancient and Modern ...,Henry Campbell Black,The Lawbook Exchange| Ltd.,1995,4.1,1314,9781886363106,English,Law / Jurisprudence
The Art of Writing About Art: Edition 2,Suzanne Hudson,Cengage Learning,Jan 1| 2014,0.0,208,9781305179905,English,Education / General
Fundamental College Composition,William P. DeFeo,Universal-Publishers,Nov 1| 2017,0.0,172,9781627346870,English,Language Arts & Disciplines / Composition & Creative Writing
Art of War,NiccolÃ² Machiavelli,University of Chicago Press,Jan 24| 2009,4.1,312,9780226500324,English,History / Military / General
The Chinese Written Character as a Medium for Poetry: A Critical Edition,Ernest Fenollosa,Fordham Univ Press,Aug 25| 2009,5.0,240,9780823228706,English,Literary Collections / Essays
The Handy English Grammar Answer Book,Christine A. Hult,Visible Ink Press,Aug 17| 2015,5.0,432,9781578595716,English,Foreign Language Study / English as a Second Language
A Place to Stand,Jimmy Santiago Baca,Open Road + Grove/Atlantic,Dec 1| 2007,4.6,272,9781555848903,English,Biography & Autobiography / Cultural| Ethnic & Regional / Hispanic & Latino
CSET English Subtests I-IV Book + Online: Edition 3,John Allen,Research & Education Assoc.,Dec 22| 2015,0.0,415,9780738687445,English,Education / General
Medieval Writers and their Work: Middle English Literature 1100-1500| Edition 2,J. A. Burrow,OUP Oxford,Feb 8| 2008,0.0,176,9780191538544,English,Literary Collections / Essays
Why They Can't Write: Killing the Five-Paragraph Essay and Other Necessities,John Warner,JHU Press,Dec 3| 2018,3.0,288,9781421427119,English,Education / Higher
Music Theory and Composition: A Practical Approach,Stephen C. Stone,Rowman & Littlefield,Jan 26| 2018,4.0,546,9781538101247,English,Music / Instruction & Study / Theory
The Locations of Composition,Christopher J. Keller,SUNY Press,Jul 5| 2007,0.0,325,9780791479810,English,Education / Higher
Writing Science in the Twenty-First Century,Christopher Thaiss,Broadview Press,Jul 31| 2019,0.0,347,9781770487086,English,Language Arts & Disciplines / Rhetoric
The Meaning of Mariah Carey,Mariah Carey,Andy Cohen Books,Sep 29| 2020,4.8,368,9781250164698,English,Biography & Autobiography / Music
The Broadview Guide to Writing: A Handbook for Students - Sixth Edition: Edition 6,Corey Frost,Broadview Press,May 30| 2017,0.0,720,9781770485839,English,Language Arts & Disciplines / Composition & Creative Writing
Writing Assessment and the Revolution in Digital Texts and Technologies,Michael R. Neal,Teachers College Press,Apr 17| 2015,0.0,153,9780807770757,English,Education / General
Rhetorics| Poetics| and Cultures: Refiguring College English Studies,James A. Berlin,Parlor Press LLC,2003,0.0,245,9780972477284,English,Literary Criticism / Books & Reading
Business and Professional Writing: A Basic Guide - Second Edition: Edition 2,Paul MacRae,Broadview Press,May 1| 2019,0.0,434,9781770487062,English,Business & Economics / Business Communication / General
The Object-Oriented Thought Process: Edition 3,Matt Weisfeld,Pearson Education,Aug 25| 2008,4.3,360,9780132704687,English,Computers / Programming / Microsoft
Integrated Korean: Beginning 2| Third Edition,Young-mee Cho,University of Hawaii Press,Jul 31| 2020,0.0,296,9780824889265,English,Foreign Language Study / Korean
Sacred Games,Vikram Chandra,Faber & Faber,Mar 3| 2011,4.5,912,9780571267149,English,Fiction / General
Digital Fortress,Dan Brown,Random House,May 31| 2011,4.3,512,9781409091172,English,Fiction / Thrillers / General
Pet Sematary: KingÃ¢ÂÂs #1 bestseller Ã¢ÂÂ soon to be a major motion picture,Stephen King,Hachette UK,Mar 22| 2010,4.5,300,9781848940857,English,Fiction / Classics
Bad Luck And Trouble,Lee Child,Random House,Sep 4| 2008,4.4,544,9781407037547,English,Fiction / Crime
The Obsession,Nora Roberts,Hachette UK,Apr 14| 2016,4.6,464,9780349407777,English,Fiction / General
Bloodline,Sidney Sheldon,HarperCollins UK,Jun 7| 2012,4.6,480,9780007380893,English,Fiction / Action & Adventure
The Kill List,Frederick Forsyth,Random House,Sep 26| 2013,4.2,400,9781448167548,English,Fiction / Thrillers / General
Silence Of The Lambs: (Hannibal Lecter),Thomas Harris,Random House,Oct 1| 2018,4.3,432,9781446439746,English,Fiction / Crime
The Lost World,Michael Crichton,Random House,Sep 4| 2008,4.4,448,9781407097626,English,Fiction / General
Mean Streak,Sandra Brown,Hachette UK,Aug 19| 2014,4.3,416,9781444791433,English,Fiction / Crime
Sharp Objects: A major HBO & Sky Atlantic Limited Series starring Amy Adams| from the director of BIG LITTLE LIES| Jean-Marc VallÃ©e,Gillian Flynn,Hachette UK,Sep 3| 2009,4.1,336,9780297860242,English,Fiction / Crime
Oppose Any Foe (A Luke Stone ThrillerÂBook 4),Jack Mars,Jack Mars,Dec 16| 2016,4.6,300,9781632918505,English,Fiction / Thrillers / General
The Whistler: The Number One Bestseller,John Grisham,Hachette UK,Oct 25| 2016,4.2,352,9781444791112,English,Fiction / Thrillers / General
Defending Jacob: Now a major Apple TV series,William Landay,Hachette UK,Mar 15| 2012,4.0,400,9781409115397,English,Fiction / Crime
Near Dark,Brad Thor,Simon and Schuster,Jul 21| 2020,4.5,352,9781982104085,English,Fiction / Political
The Five Greatest Warriors,Matthew Reilly,Hachette UK,Jan 21| 2010,4.4,352,9781409110958,English,Fiction / Thrillers / General
Murder House,James Patterson,Random House,Sep 24| 2015,4.4,560,9781473506169,English,Fiction / Crime
Enemy of the State,Vince Flynn,Simon and Schuster,Sep 5| 2017,4.7,400,9781476783543,English,Fiction / General
The Kind Worth Killing,Peter Swanson,Faber & Faber,Feb 3| 2015,4.3,320,9780571302239,English,Fiction / Crime
The Girl With All The Gifts: The most original thriller you will read this year,M. R. Carey,Hachette UK,Jan 14| 2014,4.3,416,9780748123797,English,Fiction / Dystopian
Dead Eye,Mark Greaney,Hachette UK,Sep 3| 2015,4.6,480,9780751562507,English,Fiction / Thrillers / General
The Secrets She Keeps: Now a major TV series starring Laura Carmichael,Michael Robotham,Hachette UK,Jul 11| 2017,4.6,448,9780751562781,English,Fiction / Crime
Wonderment In Death,J. D. Robb,Hachette UK,Mar 24| 2016,4.7,160,9780751554106,English,Fiction / Crime
Dying Truth,Angela Marsons,Bookouture,May 18| 2018,4.8,350,9781786814746,English,Fiction / Crime
Triple: A Novel,Ken Follett,Penguin,Feb 3| 2015,4.4,368,9780698406292,English,Fiction / Historical / General
The Millennium Trilogy,Stieg Larsson,Hachette UK,Mar 23| 2016,5.0,1888,9780857056481,English,Fiction / General
Unseen,Karin Slaughter,Random House,Jul 4| 2013,4.6,496,9781448107391,English,Fiction / General
The Dante Connection (Book 2),Estelle Ryan,Estelle Ryan,Feb 24| 2013,4.4,365,Flowing text,Fiction / Crime,Fiction / Mystery & Detective / General
Faceless: A dark and pacy crime thriller of betrayal and revenge,Martina Cole,Hachette UK,Sep 4| 2008,4.6,640,9780755350681,English,Fiction / Crime
The Eye of God,James Rollins,Hachette UK,Jul 18| 2013,4.3,352,9781409113928,English,Fiction / Action & Adventure
River of Ruin,Jack Du Brul,Penguin,Dec 3| 2002,4.5,544,9781101098011,English,Fiction / Action & Adventure
Game Theory - A totally gripping thriller full of shocking twists,Colleen Cross,Slice Thrillers,Jan 21| 2021,4.2,320,9780987883513,English,Drama / Women Authors
Tell No One,Harlan Coben,Hachette UK,Aug 26| 2010,4.1,352,9781409131236,English,Fiction / Crime
Code Zero,Jonathan Maberry,St. Martin's Griffin,Mar 25| 2014,4.7,480,9781250033420,English,Fiction / Horror
The Ben Hope Collection: 6 BOOK SET,Scott Mariani,HarperCollins UK,May 24| 2012,4.5,2800,9780007491704,English,Fiction / Action & Adventure
Hunter Killer: Danny Black Thriller 2,Chris Ryan,Hachette UK,Aug 28| 2014,4.5,400,9781444753615,English,Fiction / Action & Adventure
Deadly Secrets,Robert Bryndza,Bookouture,Apr 13| 2018,4.7,325,9781786814272,English,Fiction / Crime
Sniper Elite: One-Way Trip,Scott McEwen,Simon and Schuster,Jun 4| 2013,4.4,400,9781476746081,English,Fiction / Action & Adventure
The Silent Girls,Eric Rickstad,Harper Collins,Nov 25| 2014,4.1,416,9780062351517,English,Fiction / Horror
The Terminal List,Jack Carr,Simon and Schuster,Mar 6| 2018,4.6,416,9781501180835,English,Fiction / Thrillers / General
Cold in the Shadows,Toni Anderson,Toni Anderson,Sep 1| 2015,4.7,350,9780993908989,English,Fiction / Mystery & Detective / General
